{'numeracySkill': 'M', 'studentId': 10, 'word': 'rf', 'packageName': 'Game', 'number': 9821, 'literacySkill': 'IUr', 'score': 77, 'deviceId': 10, 'letter': 'y', 'time': datetime.datetime(2015, 3, 30, 5, 20, 45, 75330), 'id': 10}
{'numeracySkill': 'VYQt', 'studentId': 9298, 'word': 'cgAwNt', 'packageName': 'Game', 'number': 7138, 'literacySkill': 'VZx', 'score': 61, 'deviceId': 9298, 'letter': 'y', 'time': datetime.datetime(2014, 6, 26, 14, 16, 56, 893196), 'id': 9298}
{'numeracySkill': 'lI', 'studentId': 9299, 'word': 'IXkDqPRUD', 'packageName': 'Literacy', 'number': 2271, 'literacySkill': 'ouA', 'score': 89, 'deviceId': 9299, 'letter': 'o', 'time': datetime.datetime(2015, 9, 25, 2, 31, 36, 614601), 'id': 9299}
{'numeracySkill': 'HTq', 'studentId': 9300, 'word': 'jiBhUtpI', 'packageName': 'Speech', 'number': 9127, 'literacySkill': 'ry', 'score': 20, 'deviceId': 9300, 'letter': 's', 'time': datetime.datetime(2014, 9, 22, 7, 26, 10, 754956), 'id': 9300}
{'numeracySkill': 'GU', 'studentId': 9301, 'word': 'Sucm', 'packageName': 'Speech', 'number': 9253, 'literacySkill': 'HWD', 'score': 33, 'deviceId': 9301, 'letter': 'g', 'time': datetime.datetime(2016, 2, 7, 12, 52, 43, 434709), 'id': 9301}
{'numeracySkill': 'kd', 'studentId': 9302, 'word': 'nm', 'packageName': 'Speech', 'number': 412, 'literacySkill': 'eSInS', 'score': 99, 'deviceId': 9302, 'letter': 'J', 'time': datetime.datetime(2017, 3, 21, 15, 53, 27, 633248), 'id': 9302}
{'numeracySkill': 'F', 'studentId': 9303, 'word': 'M', 'packageName': 'Game', 'number': 5143, 'literacySkill': 'Ui', 'score': 78, 'deviceId': 9303, 'letter': 'z', 'time': datetime.datetime(2016, 12, 29, 4, 29, 36, 547265), 'id': 9303}
{'numeracySkill': 'DSeU', 'studentId': 9304, 'word': 'HsRrAeM', 'packageName': 'Literacy', 'number': 7245, 'literacySkill': 'hLLfh', 'score': 69, 'deviceId': 9304, 'letter': 'S', 'time': datetime.datetime(2016, 9, 15, 16, 46, 25, 642950), 'id': 9304}
{'numeracySkill': 'Kkp', 'studentId': 9305, 'word': 'iJpWkL', 'packageName': 'Literacy', 'number': 5561, 'literacySkill': 'Q', 'score': 30, 'deviceId': 9305, 'letter': 'O', 'time': datetime.datetime(2013, 11, 12, 5, 2, 55, 566086), 'id': 9305}
{'numeracySkill': 'VRsp', 'studentId': 9306, 'word': 'l', 'packageName': 'Game', 'number': 5840, 'literacySkill': 'A', 'score': 30, 'deviceId': 9306, 'letter': 'q', 'time': datetime.datetime(2016, 8, 6, 10, 6, 15, 211197), 'id': 9306}
{'numeracySkill': 'jSo', 'studentId': 9307, 'word': 'MLkIMXFVo', 'packageName': 'Speech', 'number': 560, 'literacySkill': 'Jn', 'score': 46, 'deviceId': 9307, 'letter': 'e', 'time': datetime.datetime(2015, 5, 16, 1, 19, 35, 251966), 'id': 9307}
{'numeracySkill': 'bY', 'studentId': 9308, 'word': 'qsnnYkmu', 'packageName': 'Speech', 'number': 9945, 'literacySkill': 'SINdp', 'score': 32, 'deviceId': 9308, 'letter': 'W', 'time': datetime.datetime(2014, 11, 15, 21, 38, 48, 201638), 'id': 9308}
{'numeracySkill': 'ohl', 'studentId': 9309, 'word': 'WdKHK', 'packageName': 'Game', 'number': 5971, 'literacySkill': 'wtp', 'score': 95, 'deviceId': 9309, 'letter': 'X', 'time': datetime.datetime(2017, 2, 28, 11, 23, 35, 842988), 'id': 9309}
{'numeracySkill': 'okm', 'studentId': 9310, 'word': 'DzqlPavyf', 'packageName': 'Literacy', 'number': 5669, 'literacySkill': 'i', 'score': 79, 'deviceId': 9310, 'letter': 'X', 'time': datetime.datetime(2015, 7, 14, 5, 3, 25, 485195), 'id': 9310}
{'numeracySkill': 'VWRsV', 'studentId': 9311, 'word': 'sds', 'packageName': 'Speech', 'number': 7136, 'literacySkill': 'Gtm', 'score': 97, 'deviceId': 9311, 'letter': 'b', 'time': datetime.datetime(2015, 1, 29, 15, 38, 53, 967165), 'id': 9311}
{'numeracySkill': 'eFX', 'studentId': 9312, 'word': 'IusNyb', 'packageName': 'Speech', 'number': 1819, 'literacySkill': 's', 'score': 64, 'deviceId': 9312, 'letter': 'I', 'time': datetime.datetime(2015, 10, 11, 17, 59, 30, 593035), 'id': 9312}
{'numeracySkill': 'Irlm', 'studentId': 9313, 'word': 'dTVrDtzPCf', 'packageName': 'Game', 'number': 748, 'literacySkill': 'ZT', 'score': 87, 'deviceId': 9313, 'letter': 'H', 'time': datetime.datetime(2014, 4, 8, 12, 39, 59, 490007), 'id': 9313}
{'numeracySkill': 'nrRt', 'studentId': 9314, 'word': 'TepWMRxbT', 'packageName': 'Speech', 'number': 5494, 'literacySkill': 'kSqE', 'score': 69, 'deviceId': 9314, 'letter': 'l', 'time': datetime.datetime(2015, 11, 17, 21, 24, 33, 760658), 'id': 9314}
{'numeracySkill': 'snzn', 'studentId': 9315, 'word': 'SLVbopErfE', 'packageName': 'Speech', 'number': 9689, 'literacySkill': 'rL', 'score': 77, 'deviceId': 9315, 'letter': 'D', 'time': datetime.datetime(2016, 2, 9, 13, 15, 3, 754710), 'id': 9315}
{'numeracySkill': 'sah', 'studentId': 9316, 'word': 'mqt', 'packageName': 'Speech', 'number': 4820, 'literacySkill': 'gotB', 'score': 50, 'deviceId': 9316, 'letter': 'V', 'time': datetime.datetime(2014, 2, 15, 14, 58, 12, 531823), 'id': 9316}
{'numeracySkill': 'J', 'studentId': 9317, 'word': 'KnKJf', 'packageName': 'Game', 'number': 8474, 'literacySkill': 'Izq', 'score': 47, 'deviceId': 9317, 'letter': 'e', 'time': datetime.datetime(2014, 6, 14, 12, 30, 23, 437606), 'id': 9317}
{'numeracySkill': 'NPfb', 'studentId': 9318, 'word': 'YExhvQrgGs', 'packageName': 'Literacy', 'number': 8442, 'literacySkill': 'FRd', 'score': 85, 'deviceId': 9318, 'letter': 'O', 'time': datetime.datetime(2014, 3, 29, 10, 52, 49, 557601), 'id': 9318}
{'numeracySkill': 'pEa', 'studentId': 9319, 'word': 'AraYM', 'packageName': 'Speech', 'number': 8986, 'literacySkill': 'xKxs', 'score': 62, 'deviceId': 9319, 'letter': 'O', 'time': datetime.datetime(2013, 11, 14, 1, 24, 52, 45191), 'id': 9319}
{'numeracySkill': 'Zg', 'studentId': 9320, 'word': 'q', 'packageName': 'Literacy', 'number': 5778, 'literacySkill': 'hVEyT', 'score': 92, 'deviceId': 9320, 'letter': 'E', 'time': datetime.datetime(2016, 8, 9, 3, 0, 21, 613273), 'id': 9320}
{'numeracySkill': 'YihV', 'studentId': 9321, 'word': 'R', 'packageName': 'Speech', 'number': 97, 'literacySkill': 'xhWx', 'score': 25, 'deviceId': 9321, 'letter': 'b', 'time': datetime.datetime(2016, 7, 6, 7, 35, 30, 663550), 'id': 9321}
{'numeracySkill': 'dvakJ', 'studentId': 9322, 'word': 'eqDWRmUJN', 'packageName': 'Game', 'number': 3735, 'literacySkill': 'bvrZt', 'score': 33, 'deviceId': 9322, 'letter': 'H', 'time': datetime.datetime(2017, 4, 27, 16, 32, 54, 551269), 'id': 9322}
{'numeracySkill': 'o', 'studentId': 9323, 'word': 'L', 'packageName': 'Literacy', 'number': 645, 'literacySkill': 'O', 'score': 85, 'deviceId': 9323, 'letter': 'F', 'time': datetime.datetime(2016, 1, 1, 8, 44, 45, 777311), 'id': 9323}
{'numeracySkill': 'IOvRi', 'studentId': 9324, 'word': 'bHyyWMLV', 'packageName': 'Speech', 'number': 6464, 'literacySkill': 'V', 'score': 97, 'deviceId': 9324, 'letter': 'Z', 'time': datetime.datetime(2016, 7, 7, 16, 14, 13, 131337), 'id': 9324}
{'numeracySkill': 'Ba', 'studentId': 9325, 'word': 'NyF', 'packageName': 'Game', 'number': 6974, 'literacySkill': 'vHgG', 'score': 85, 'deviceId': 9325, 'letter': 'm', 'time': datetime.datetime(2015, 12, 1, 20, 43, 9, 938394), 'id': 9325}
{'numeracySkill': 'oQvR', 'studentId': 9326, 'word': 'OrVE', 'packageName': 'Game', 'number': 163, 'literacySkill': 'z', 'score': 86, 'deviceId': 9326, 'letter': 'w', 'time': datetime.datetime(2016, 11, 10, 3, 20, 3, 538777), 'id': 9326}
{'numeracySkill': 'CkO', 'studentId': 9327, 'word': 'xXISZRI', 'packageName': 'Speech', 'number': 2619, 'literacySkill': 'nou', 'score': 68, 'deviceId': 9327, 'letter': 'E', 'time': datetime.datetime(2014, 5, 23, 17, 13, 9, 644240), 'id': 9327}
{'numeracySkill': 'u', 'studentId': 9328, 'word': 'jlAzO', 'packageName': 'Game', 'number': 4719, 'literacySkill': 'hQWa', 'score': 40, 'deviceId': 9328, 'letter': 'W', 'time': datetime.datetime(2014, 10, 1, 12, 37, 40, 941219), 'id': 9328}
{'numeracySkill': 'nVg', 'studentId': 9329, 'word': 'tprflOY', 'packageName': 'Speech', 'number': 8412, 'literacySkill': 'Gff', 'score': 54, 'deviceId': 9329, 'letter': 'f', 'time': datetime.datetime(2014, 10, 18, 5, 21, 18, 28317), 'id': 9329}
{'numeracySkill': 'yWV', 'studentId': 9330, 'word': 'HECvRR', 'packageName': 'Literacy', 'number': 3618, 'literacySkill': 'K', 'score': 41, 'deviceId': 9330, 'letter': 'b', 'time': datetime.datetime(2015, 11, 8, 5, 49, 37, 966701), 'id': 9330}
{'numeracySkill': 'JL', 'studentId': 9331, 'word': 'QNCZgD', 'packageName': 'Literacy', 'number': 6339, 'literacySkill': 'VUUn', 'score': 64, 'deviceId': 9331, 'letter': 'e', 'time': datetime.datetime(2016, 11, 29, 0, 9, 0, 289946), 'id': 9331}
{'numeracySkill': 'Z', 'studentId': 9332, 'word': 'IntkKXzL', 'packageName': 'Speech', 'number': 6379, 'literacySkill': 'ylOy', 'score': 74, 'deviceId': 9332, 'letter': 'S', 'time': datetime.datetime(2014, 6, 27, 14, 14, 16, 415677), 'id': 9332}
{'numeracySkill': 'wp', 'studentId': 9333, 'word': 'MvzNolsnF', 'packageName': 'Game', 'number': 5449, 'literacySkill': 'ys', 'score': 50, 'deviceId': 9333, 'letter': 'j', 'time': datetime.datetime(2015, 8, 22, 13, 54, 55, 693559), 'id': 9333}
{'numeracySkill': 'vV', 'studentId': 9334, 'word': 'sqSTE', 'packageName': 'Speech', 'number': 5567, 'literacySkill': 'AZ', 'score': 34, 'deviceId': 9334, 'letter': 'f', 'time': datetime.datetime(2015, 4, 19, 0, 58, 9, 739745), 'id': 9334}
{'numeracySkill': 'LpA', 'studentId': 9335, 'word': 'JO', 'packageName': 'Speech', 'number': 3679, 'literacySkill': 'BdcZV', 'score': 76, 'deviceId': 9335, 'letter': 'k', 'time': datetime.datetime(2014, 7, 28, 17, 26, 7, 292764), 'id': 9335}
{'numeracySkill': 'suCq', 'studentId': 9336, 'word': 'cS', 'packageName': 'Game', 'number': 9068, 'literacySkill': 'S', 'score': 76, 'deviceId': 9336, 'letter': 'f', 'time': datetime.datetime(2014, 8, 25, 2, 18, 15, 506672), 'id': 9336}
{'numeracySkill': 'zjtlj', 'studentId': 9337, 'word': 'tJ', 'packageName': 'Game', 'number': 1157, 'literacySkill': 'q', 'score': 81, 'deviceId': 9337, 'letter': 'C', 'time': datetime.datetime(2015, 5, 25, 2, 37, 52, 405372), 'id': 9337}
{'numeracySkill': 'ovo', 'studentId': 9338, 'word': 'sLfC', 'packageName': 'Literacy', 'number': 4269, 'literacySkill': 'b', 'score': 85, 'deviceId': 9338, 'letter': 'r', 'time': datetime.datetime(2017, 3, 9, 19, 48, 14, 531438), 'id': 9338}
{'numeracySkill': 'NeiZ', 'studentId': 9339, 'word': 'grrvqGb', 'packageName': 'Literacy', 'number': 223, 'literacySkill': 'GVT', 'score': 45, 'deviceId': 9339, 'letter': 'C', 'time': datetime.datetime(2016, 1, 24, 1, 36, 8, 48622), 'id': 9339}
{'numeracySkill': 's', 'studentId': 9340, 'word': 'sttmUFUwz', 'packageName': 'Game', 'number': 9000, 'literacySkill': 'fJfaq', 'score': 55, 'deviceId': 9340, 'letter': 'V', 'time': datetime.datetime(2015, 7, 28, 1, 10, 32, 19545), 'id': 9340}
{'numeracySkill': 'PXl', 'studentId': 9341, 'word': 'nt', 'packageName': 'Literacy', 'number': 4359, 'literacySkill': 'RhEJ', 'score': 43, 'deviceId': 9341, 'letter': 'X', 'time': datetime.datetime(2016, 6, 7, 20, 18, 59, 848750), 'id': 9341}
{'numeracySkill': 'G', 'studentId': 9342, 'word': 'DAqpQpSnnU', 'packageName': 'Speech', 'number': 1537, 'literacySkill': 'EtSWI', 'score': 76, 'deviceId': 9342, 'letter': 'i', 'time': datetime.datetime(2016, 1, 28, 21, 26, 7, 964114), 'id': 9342}
{'numeracySkill': 'FDwNB', 'studentId': 9343, 'word': 'PwNQc', 'packageName': 'Game', 'number': 2165, 'literacySkill': 'pty', 'score': 64, 'deviceId': 9343, 'letter': 'd', 'time': datetime.datetime(2016, 12, 7, 21, 9, 2, 202246), 'id': 9343}
{'numeracySkill': 'HbY', 'studentId': 9344, 'word': 'Z', 'packageName': 'Literacy', 'number': 9784, 'literacySkill': 'H', 'score': 94, 'deviceId': 9344, 'letter': 'T', 'time': datetime.datetime(2016, 10, 2, 9, 0, 21, 885201), 'id': 9344}
{'numeracySkill': 's', 'studentId': 9345, 'word': 'eJTAcJ', 'packageName': 'Literacy', 'number': 6250, 'literacySkill': 'TuDXC', 'score': 53, 'deviceId': 9345, 'letter': 'e', 'time': datetime.datetime(2016, 3, 15, 9, 51, 5, 806601), 'id': 9345}
{'numeracySkill': 'PXGy', 'studentId': 9346, 'word': 'S', 'packageName': 'Game', 'number': 5375, 'literacySkill': 'YXFQ', 'score': 90, 'deviceId': 9346, 'letter': 'M', 'time': datetime.datetime(2015, 3, 3, 13, 0, 0, 896198), 'id': 9346}
{'numeracySkill': 'xpevt', 'studentId': 9347, 'word': 'CBkszKeP', 'packageName': 'Literacy', 'number': 3958, 'literacySkill': 'VViNf', 'score': 24, 'deviceId': 9347, 'letter': 'k', 'time': datetime.datetime(2016, 1, 10, 4, 16, 57, 854559), 'id': 9347}
{'numeracySkill': 'RjmKv', 'studentId': 9348, 'word': 'zJO', 'packageName': 'Game', 'number': 4025, 'literacySkill': 'EE', 'score': 37, 'deviceId': 9348, 'letter': 'B', 'time': datetime.datetime(2017, 3, 12, 9, 14, 28, 142570), 'id': 9348}
{'numeracySkill': 'D', 'studentId': 9349, 'word': 'ksarwQhDL', 'packageName': 'Game', 'number': 7558, 'literacySkill': 'axAD', 'score': 36, 'deviceId': 9349, 'letter': 'U', 'time': datetime.datetime(2014, 9, 13, 10, 35, 5, 541645), 'id': 9349}
{'numeracySkill': 'p', 'studentId': 9350, 'word': 'DF', 'packageName': 'Game', 'number': 777, 'literacySkill': 'K', 'score': 39, 'deviceId': 9350, 'letter': 'l', 'time': datetime.datetime(2014, 2, 17, 16, 58, 38, 353135), 'id': 9350}
{'numeracySkill': 'XKGNt', 'studentId': 9351, 'word': 'SS', 'packageName': 'Game', 'number': 7497, 'literacySkill': 'W', 'score': 23, 'deviceId': 9351, 'letter': 'w', 'time': datetime.datetime(2016, 10, 11, 7, 8, 43, 948509), 'id': 9351}
{'numeracySkill': 'WgE', 'studentId': 9352, 'word': 'kID', 'packageName': 'Game', 'number': 2043, 'literacySkill': 'tL', 'score': 75, 'deviceId': 9352, 'letter': 'X', 'time': datetime.datetime(2016, 4, 8, 10, 32, 47, 481195), 'id': 9352}
{'numeracySkill': 'vYahW', 'studentId': 9353, 'word': 'WLGKFVejGQ', 'packageName': 'Speech', 'number': 5525, 'literacySkill': 'sml', 'score': 71, 'deviceId': 9353, 'letter': 'q', 'time': datetime.datetime(2016, 7, 2, 6, 26, 30, 952379), 'id': 9353}
{'numeracySkill': 'eVn', 'studentId': 9354, 'word': 'vOoxwKGvy', 'packageName': 'Literacy', 'number': 2134, 'literacySkill': 'vYK', 'score': 40, 'deviceId': 9354, 'letter': 'f', 'time': datetime.datetime(2014, 5, 30, 10, 58, 8, 655356), 'id': 9354}
{'numeracySkill': 'QBW', 'studentId': 9355, 'word': 'aFuecNMi', 'packageName': 'Game', 'number': 5534, 'literacySkill': 'atHOs', 'score': 39, 'deviceId': 9355, 'letter': 'R', 'time': datetime.datetime(2016, 5, 23, 15, 41, 1, 893692), 'id': 9355}
{'numeracySkill': 'g', 'studentId': 9356, 'word': 'q', 'packageName': 'Speech', 'number': 3771, 'literacySkill': 'k', 'score': 24, 'deviceId': 9356, 'letter': 'w', 'time': datetime.datetime(2014, 5, 10, 14, 5, 54, 425521), 'id': 9356}
{'numeracySkill': 'hVH', 'studentId': 9357, 'word': 'K', 'packageName': 'Game', 'number': 2121, 'literacySkill': 'oJ', 'score': 31, 'deviceId': 9357, 'letter': 'f', 'time': datetime.datetime(2014, 2, 14, 20, 28, 37, 527405), 'id': 9357}
{'numeracySkill': 'wJ', 'studentId': 9358, 'word': 'Wy', 'packageName': 'Literacy', 'number': 8029, 'literacySkill': 'pwH', 'score': 94, 'deviceId': 9358, 'letter': 'G', 'time': datetime.datetime(2015, 12, 28, 1, 21, 4, 224696), 'id': 9358}
{'numeracySkill': 'HAthn', 'studentId': 9359, 'word': 'kIAxLp', 'packageName': 'Speech', 'number': 6295, 'literacySkill': 'mjO', 'score': 82, 'deviceId': 9359, 'letter': 'K', 'time': datetime.datetime(2015, 2, 28, 12, 35, 27, 275345), 'id': 9359}
{'numeracySkill': 'Z', 'studentId': 9360, 'word': 'BQf', 'packageName': 'Speech', 'number': 8628, 'literacySkill': 'V', 'score': 91, 'deviceId': 9360, 'letter': 'u', 'time': datetime.datetime(2016, 10, 13, 11, 51, 10, 912531), 'id': 9360}
{'numeracySkill': 'kM', 'studentId': 9361, 'word': 'Eqateve', 'packageName': 'Literacy', 'number': 7217, 'literacySkill': 'dNmAC', 'score': 69, 'deviceId': 9361, 'letter': 'L', 'time': datetime.datetime(2015, 7, 27, 15, 24, 57, 716341), 'id': 9361}
{'numeracySkill': 'bo', 'studentId': 9362, 'word': 'tyvnBXGv', 'packageName': 'Game', 'number': 9962, 'literacySkill': 'HNxg', 'score': 74, 'deviceId': 9362, 'letter': 'I', 'time': datetime.datetime(2017, 4, 9, 14, 18, 7, 189258), 'id': 9362}
{'numeracySkill': 'Su', 'studentId': 9363, 'word': 'eOI', 'packageName': 'Literacy', 'number': 5046, 'literacySkill': 'Utdn', 'score': 59, 'deviceId': 9363, 'letter': 'k', 'time': datetime.datetime(2017, 3, 11, 16, 14, 50, 408160), 'id': 9363}
{'numeracySkill': 'vton', 'studentId': 9364, 'word': 'wB', 'packageName': 'Speech', 'number': 6586, 'literacySkill': 'KBdAY', 'score': 88, 'deviceId': 9364, 'letter': 'Z', 'time': datetime.datetime(2015, 10, 27, 2, 36, 18, 174398), 'id': 9364}
{'numeracySkill': 'bO', 'studentId': 9365, 'word': 'm', 'packageName': 'Game', 'number': 6208, 'literacySkill': 'bN', 'score': 20, 'deviceId': 9365, 'letter': 'I', 'time': datetime.datetime(2015, 1, 17, 9, 31, 53, 877792), 'id': 9365}
{'numeracySkill': 'NNeXV', 'studentId': 9366, 'word': 'rvYT', 'packageName': 'Speech', 'number': 5542, 'literacySkill': 'VHLD', 'score': 37, 'deviceId': 9366, 'letter': 'T', 'time': datetime.datetime(2014, 8, 15, 5, 58, 46, 953160), 'id': 9366}
{'numeracySkill': 'r', 'studentId': 9367, 'word': 'TpOIv', 'packageName': 'Game', 'number': 1198, 'literacySkill': 'tGXHV', 'score': 99, 'deviceId': 9367, 'letter': 'R', 'time': datetime.datetime(2015, 11, 4, 3, 46, 6, 192663), 'id': 9367}
{'numeracySkill': 'itQkm', 'studentId': 9368, 'word': 'Q', 'packageName': 'Literacy', 'number': 7756, 'literacySkill': 'dDN', 'score': 64, 'deviceId': 9368, 'letter': 'E', 'time': datetime.datetime(2014, 8, 2, 3, 0, 4, 457028), 'id': 9368}
{'numeracySkill': 'kRF', 'studentId': 9369, 'word': 'gWFAOHxl', 'packageName': 'Literacy', 'number': 6704, 'literacySkill': 'D', 'score': 37, 'deviceId': 9369, 'letter': 'V', 'time': datetime.datetime(2015, 6, 18, 22, 47, 6, 201426), 'id': 9369}
{'numeracySkill': 'R', 'studentId': 9370, 'word': 'FYLxJz', 'packageName': 'Literacy', 'number': 877, 'literacySkill': 'E', 'score': 23, 'deviceId': 9370, 'letter': 'N', 'time': datetime.datetime(2016, 2, 6, 21, 57, 2, 664752), 'id': 9370}
{'numeracySkill': 'u', 'studentId': 9371, 'word': 'HllveX', 'packageName': 'Literacy', 'number': 669, 'literacySkill': 'Nv', 'score': 96, 'deviceId': 9371, 'letter': 'F', 'time': datetime.datetime(2014, 6, 17, 12, 2, 20, 686692), 'id': 9371}
{'numeracySkill': 'IVm', 'studentId': 9372, 'word': 'SmPgZcifc', 'packageName': 'Literacy', 'number': 7081, 'literacySkill': 'VUBae', 'score': 53, 'deviceId': 9372, 'letter': 'n', 'time': datetime.datetime(2016, 11, 30, 10, 10, 10, 729138), 'id': 9372}
{'numeracySkill': 'S', 'studentId': 9373, 'word': 'DSWhvO', 'packageName': 'Game', 'number': 1571, 'literacySkill': 'us', 'score': 80, 'deviceId': 9373, 'letter': 'T', 'time': datetime.datetime(2013, 11, 11, 8, 13, 46, 892906), 'id': 9373}
{'numeracySkill': 'vnpgW', 'studentId': 9374, 'word': 'jSSn', 'packageName': 'Literacy', 'number': 5966, 'literacySkill': 'VKtZx', 'score': 85, 'deviceId': 9374, 'letter': 'd', 'time': datetime.datetime(2015, 5, 19, 3, 1, 45, 179436), 'id': 9374}
{'numeracySkill': 'vvKPF', 'studentId': 9375, 'word': 'p', 'packageName': 'Game', 'number': 3743, 'literacySkill': 'AjpBk', 'score': 25, 'deviceId': 9375, 'letter': 'j', 'time': datetime.datetime(2014, 5, 30, 20, 24, 59, 26249), 'id': 9375}
{'numeracySkill': 'QnwNZ', 'studentId': 9376, 'word': 'aurLaVPjW', 'packageName': 'Game', 'number': 5619, 'literacySkill': 'YMBAu', 'score': 62, 'deviceId': 9376, 'letter': 'A', 'time': datetime.datetime(2015, 3, 23, 22, 57, 31, 814487), 'id': 9376}
{'numeracySkill': 'PTV', 'studentId': 9377, 'word': 'WRcBNo', 'packageName': 'Game', 'number': 5236, 'literacySkill': 'KQdbl', 'score': 98, 'deviceId': 9377, 'letter': 't', 'time': datetime.datetime(2016, 2, 18, 23, 56, 42, 563013), 'id': 9377}
{'numeracySkill': 'CN', 'studentId': 9378, 'word': 'Vdd', 'packageName': 'Speech', 'number': 4045, 'literacySkill': 'NOJbN', 'score': 71, 'deviceId': 9378, 'letter': 'I', 'time': datetime.datetime(2015, 12, 26, 22, 22, 50, 49521), 'id': 9378}
{'numeracySkill': 'dE', 'studentId': 9379, 'word': 'faXh', 'packageName': 'Speech', 'number': 8807, 'literacySkill': 'pwnE', 'score': 27, 'deviceId': 9379, 'letter': 'C', 'time': datetime.datetime(2016, 7, 5, 8, 28, 17, 31835), 'id': 9379}
{'numeracySkill': 's', 'studentId': 9380, 'word': 'IQDgFhiWC', 'packageName': 'Speech', 'number': 5055, 'literacySkill': 'oA', 'score': 28, 'deviceId': 9380, 'letter': 'K', 'time': datetime.datetime(2015, 3, 11, 4, 10, 39, 770335), 'id': 9380}
{'numeracySkill': 'FJ', 'studentId': 9381, 'word': 'Mzo', 'packageName': 'Literacy', 'number': 5366, 'literacySkill': 'eCwIY', 'score': 21, 'deviceId': 9381, 'letter': 'x', 'time': datetime.datetime(2016, 7, 9, 5, 56, 32, 658393), 'id': 9381}
{'numeracySkill': 'X', 'studentId': 9382, 'word': 'ZyXn', 'packageName': 'Speech', 'number': 408, 'literacySkill': 'bXf', 'score': 60, 'deviceId': 9382, 'letter': 'D', 'time': datetime.datetime(2015, 2, 17, 17, 21, 9, 776624), 'id': 9382}
{'numeracySkill': 'fzBd', 'studentId': 9383, 'word': 'UEoaHlq', 'packageName': 'Game', 'number': 6828, 'literacySkill': 'gFDri', 'score': 68, 'deviceId': 9383, 'letter': 'g', 'time': datetime.datetime(2015, 9, 15, 3, 31, 43, 835624), 'id': 9383}
{'numeracySkill': 'SSb', 'studentId': 9384, 'word': 'bMPHoqD', 'packageName': 'Literacy', 'number': 1362, 'literacySkill': 'P', 'score': 21, 'deviceId': 9384, 'letter': 'Z', 'time': datetime.datetime(2016, 5, 22, 15, 57, 5, 130962), 'id': 9384}
{'numeracySkill': 'fdFwb', 'studentId': 9385, 'word': 'gardtRBZm', 'packageName': 'Literacy', 'number': 9449, 'literacySkill': 'JGk', 'score': 86, 'deviceId': 9385, 'letter': 'G', 'time': datetime.datetime(2015, 8, 27, 19, 35, 3, 897452), 'id': 9385}
{'numeracySkill': 'b', 'studentId': 9386, 'word': 'O', 'packageName': 'Speech', 'number': 8676, 'literacySkill': 'saVb', 'score': 55, 'deviceId': 9386, 'letter': 'H', 'time': datetime.datetime(2014, 12, 28, 10, 22, 38, 976784), 'id': 9386}
{'numeracySkill': 'FSjs', 'studentId': 9387, 'word': 'jLFVK', 'packageName': 'Speech', 'number': 9231, 'literacySkill': 'vWG', 'score': 74, 'deviceId': 9387, 'letter': 'Y', 'time': datetime.datetime(2013, 12, 9, 14, 0, 45, 870414), 'id': 9387}
{'numeracySkill': 'pi', 'studentId': 9388, 'word': 'AwxFgueJtx', 'packageName': 'Game', 'number': 7241, 'literacySkill': 'EV', 'score': 33, 'deviceId': 9388, 'letter': 'J', 'time': datetime.datetime(2017, 1, 30, 18, 8, 39, 255580), 'id': 9388}
{'numeracySkill': 'C', 'studentId': 9389, 'word': 'MoaXwZHp', 'packageName': 'Literacy', 'number': 4557, 'literacySkill': 'BJYKA', 'score': 24, 'deviceId': 9389, 'letter': 'd', 'time': datetime.datetime(2016, 4, 29, 16, 53, 33, 803189), 'id': 9389}
{'numeracySkill': 'E', 'studentId': 9390, 'word': 'cDmGdft', 'packageName': 'Game', 'number': 1864, 'literacySkill': 'hW', 'score': 89, 'deviceId': 9390, 'letter': 'w', 'time': datetime.datetime(2015, 12, 28, 4, 13, 31, 815183), 'id': 9390}
{'numeracySkill': 'Dq', 'studentId': 9391, 'word': 'ZCk', 'packageName': 'Speech', 'number': 2948, 'literacySkill': 'LY', 'score': 87, 'deviceId': 9391, 'letter': 'P', 'time': datetime.datetime(2015, 2, 2, 3, 36, 47, 207148), 'id': 9391}
{'numeracySkill': 'PBQSk', 'studentId': 9392, 'word': 'lRWyOQxaNq', 'packageName': 'Game', 'number': 8638, 'literacySkill': 'UEE', 'score': 73, 'deviceId': 9392, 'letter': 'H', 'time': datetime.datetime(2014, 2, 2, 14, 29, 41, 261541), 'id': 9392}
{'numeracySkill': 'xYPSn', 'studentId': 9393, 'word': 'YJSDKE', 'packageName': 'Speech', 'number': 7767, 'literacySkill': 'NZ', 'score': 60, 'deviceId': 9393, 'letter': 'U', 'time': datetime.datetime(2014, 12, 31, 7, 45, 58, 763247), 'id': 9393}
{'numeracySkill': 'aepcG', 'studentId': 9394, 'word': 'JJImVPjT', 'packageName': 'Speech', 'number': 1466, 'literacySkill': 'T', 'score': 89, 'deviceId': 9394, 'letter': 'R', 'time': datetime.datetime(2016, 4, 15, 22, 44, 29, 162151), 'id': 9394}
{'numeracySkill': 'OS', 'studentId': 9395, 'word': 'anCC', 'packageName': 'Game', 'number': 4247, 'literacySkill': 'va', 'score': 21, 'deviceId': 9395, 'letter': 'T', 'time': datetime.datetime(2015, 3, 4, 1, 41, 44, 304026), 'id': 9395}
